iata_code,lat,lon,name,type,iso3,iso_region,municipality
SNX,35.591099,53.495098,Semnan Municipal Airport,small_airport,IRN,IR-12,Semnan
ISU,35.5617485,45.31673813,Sulaymaniyah International Airport,medium_airport,IRQ,IQ-SW,Sulaymaniyah
NJF,31.989853000000004,44.404317,Al Najaf International Airport,small_airport,IRQ,IQ-NA,Najaf
BSR,30.54910088,47.66210175,Basrah International Airport,large_airport,IRQ,IQ-BA,Basrah
BGW,33.26250076,44.23460007,Baghdad International Airport,large_airport,IRQ,IQ-BG,Baghdad
EBL,36.23759842,43.96319962,Erbil International Airport,medium_airport,IRQ,IQ-AR,Arbil
AEY,65.66000366,-18.0727005,Akureyri Airport,medium_airport,ISL,IS-6,Akureyri
EGS,65.28330231,-14.40139961,Egilsstaðir Airport,medium_airport,ISL,IS-7,Egilsstaðir
GRY,66.5458,-18.0173,Grímsey Airport,small_airport,ISL,IS-6,Grímsey
HFN,64.295601,-15.2272,Hornafjörður Airport,medium_airport,ISL,IS-8,Höfn
HZK,65.952301,-17.426001,Húsavík Airport,medium_airport,ISL,IS-6,Húsavík
IFJ,66.05809784,-23.13529968,Ísafjörður Airport,medium_airport,ISL,IS-4,Ísafjörður
KEF,63.985001000000004,-22.6056,Keflavik International Airport,large_airport,ISL,IS-2,Reykjavík
RKV,64.12999725,-21.94059944,Reykjavik Airport,medium_airport,ISL,IS-1,Reykjavik
THO,66.21849823,-15.335599900000002,Thorshofn Airport,small_airport,ISL,IS-6,Thorshofn
VPN,65.72059631,-14.85060024,Vopnafjörður Airport,small_airport,ISL,IS-7,Vopnafjörður
ETM,29.723694000000002,35.011416,Ramon Airport,medium_airport,ISR,IL-D,Eilat
VDA,29.94029999,34.93579865,Ovda International Airport,large_airport,ISR,IL-D,Eilat
RPN,32.98099899,35.57189941,Ben Ya'akov Airport,medium_airport,ISR,IL-Z,Rosh Pina
HFA,32.80939865,35.04309845,Haifa International Airport,medium_airport,ISR,IL-HA,Haifa
TLV,32.01139832,34.88669968,Ben Gurion International Airport,large_airport,ISR,IL-M,Tel Aviv
TSF,45.648399,12.1944,Treviso-Sant'Angelo Airport,large_airport,ITA,IT-34,Treviso
PSR,42.431702,14.1811,Pescara International Airport,medium_airport,ITA,IT-65,Pescara
BDS,40.6576,17.947001,Brindisi – Salento Airport,medium_airport,ITA,IT-75,Brindisi
FOG,41.432899,15.535,"Foggia ""Gino Lisa"" Airport",medium_airport,ITA,IT-75,Foggia
BRI,41.138901000000004,16.760599,Bari Karol Wojtyła Airport,large_airport,ITA,IT-75,Bari
BLQ,44.5354,11.2887,Bologna Guglielmo Marconi Airport,large_airport,ITA,IT-45,Bologna
CUF,44.547001,7.62322,Cuneo International Airport,medium_airport,ITA,IT-21,Cuneo
BZO,46.460201,11.3264,Bolzano Airport,medium_airport,ITA,IT-32,Bolzano
SUF,38.905398999999996,16.2423,Lamezia Terme Airport,medium_airport,ITA,IT-78,Lamezia Terme (CZ)
CRV,38.9972,17.0802,Crotone Airport,medium_airport,ITA,IT-78,Crotone
CTA,37.466801000000004,15.0664,Catania-Fontanarossa Airport,large_airport,ITA,IT-82,Catania
AOT,45.738499,7.36872,Aosta Airport,medium_airport,ITA,IT-23,Aosta
PNL,36.816502,11.9689,Pantelleria Airport,medium_airport,ITA,IT-82,Pantelleria (TP)
CAG,39.251499,9.05428,Cagliari Elmas Airport,large_airport,ITA,IT-88,Cagliari
OLB,40.898701,9.51763,Olbia Costa Smeralda Airport,medium_airport,ITA,IT-88,Olbia (SS)
TTB,39.9188,9.68298,Tortolì Airport,medium_airport,ITA,IT-88,Arbatax
MXP,45.6306,8.728110000000001,Malpensa International Airport,large_airport,ITA,IT-25,Milan
BGY,45.673901,9.70417,Il Caravaggio International Airport,large_airport,ITA,IT-25,Bergamo
TRN,45.200802,7.64963,Turin Airport,large_airport,ITA,IT-21,Torino
LMP,35.497898,12.6181,Lampedusa Airport,medium_airport,ITA,IT-82,Lampedusa
ALL,44.050598,8.12743,Villanova D'Albenga International Airport,medium_airport,ITA,IT-42,Albenga (SV)
LIN,45.445099,9.27674,Milano Linate Airport,large_airport,ITA,IT-25,Milan
PMF,44.824501,10.2964,Parma Airport,medium_airport,ITA,IT-45,Parma
FRL,44.194801,12.0701,Forlì Airport,medium_airport,ITA,IT-45,Forlì (FC)
TPS,37.9114,12.488,Vincenzo Florio Airport Trapani-Birgi,medium_airport,ITA,IT-82,Trapani (TP)
REG,38.071201,15.6516,Reggio Calabria Airport,medium_airport,ITA,IT-78,Reggio Calabria
PMO,38.175999,13.091,Falcone–Borsellino Airport,large_airport,ITA,IT-82,Palermo
GOA,44.4133,8.8375,Genoa Cristoforo Colombo Airport,large_airport,ITA,IT-42,Genova
VBS,45.428902,10.3306,Brescia Airport,medium_airport,ITA,IT-25,Montichiari (BS)
AHO,40.632099,8.29077,Alghero-Fertilia Airport,medium_airport,ITA,IT-88,Alghero
FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport,large_airport,ITA,IT-62,Rome
AOI,43.616299,13.3623,Ancona Falconara Airport,medium_airport,ITA,IT-57,Ancona
VRN,45.395699,10.8885,Verona Villafranca Airport,large_airport,ITA,IT-34,Verona
EBA,42.7603,10.2394,Marina Di Campo Airport,medium_airport,ITA,IT-52,Marina  Di Campo
NAP,40.886002000000005,14.2908,Naples International Airport,large_airport,ITA,IT-72,Nápoli
VCE,45.505299,12.3519,Venice Marco Polo Airport,large_airport,ITA,IT-34,Venice
PSA,43.683899,10.3927,Pisa International Airport,large_airport,ITA,IT-52,Pisa
FLR,43.810001,11.2051,Peretola Airport,medium_airport,ITA,IT-52,Firenze
CIA,41.7994,12.5949,Ciampino–G. B. Pastine International Airport,large_airport,ITA,IT-62,Rome
RMI,44.020302,12.6117,Federico Fellini International Airport,medium_airport,ITA,IT-45,Rimini
TRS,45.827498999999996,13.4722,Trieste–Friuli Venezia Giulia Airport,medium_airport,ITA,IT-36,Trieste
PEG,43.095901,12.5132,Perugia San Francesco d'Assisi – Umbria International Airport,medium_airport,ITA,IT-55,Perugia
KTP,17.98859978,-76.82379913,Tinson Pen Airport,medium_airport,JAM,JM-02,Tinson Pen
OCJ,18.404199600000002,-76.96900177,Boscobel Aerodrome,medium_airport,JAM,JM-05,Ocho Rios
KIN,17.93569946,-76.78749847,Norman Manley International Airport,large_airport,JAM,JM-01,Kingston
MBJ,18.50370026,-77.91339874,Sangster International Airport,medium_airport,JAM,JM-08,Montego Bay
JER,49.207901,-2.195509911,Jersey Airport,medium_airport,JEY,JE-U-A,Saint Helier
AMM,31.72260094,35.99319839,Queen Alia International Airport,large_airport,JOR,JO-AM,Amman
AQJ,29.61160088,35.01810074,Aqaba King Hussein International Airport,medium_airport,JOR,JO-AQ,Aqaba
ADJ,31.97270012,35.99160004,Amman-Marka International Airport,medium_airport,JOR,JO-AM,Amman
NKM,35.25500107,136.923996,Nagoya Airport,medium_airport,JPN,JP-23,Nagoya
KMQ,36.39459991,136.4069977,Komatsu Airport,medium_airport,JPN,JP-17,Kanazawa
SYO,38.81219864,139.7870026,Shonai Airport,medium_airport,JPN,JP-06,Shonai
ONJ,40.19189835,140.3710022,Odate Noshiro Airport,medium_airport,JPN,JP-05,Odate
SDJ,38.13970184,140.9170074,Sendai Airport,medium_airport,JPN,JP-04,Sendai
OKI,36.178388,133.323566,Oki Global Geopark Airport,medium_airport,JPN,JP-32,Okinoshima
HAC,33.11500168,139.7859955,Hachijojima Airport,medium_airport,JPN,JP-13,Hachijojima
OIM,34.7820015,139.3600006,Oshima Airport,medium_airport,JPN,JP-13,Izu Oshima
MYE,34.07360077,139.5599976,Miyakejima Airport,medium_airport,JPN,JP-13,Miyakejima
HND,35.552299,139.779999,Tokyo Haneda International Airport,large_airport,JPN,JP-13,"Ota, Tokyo"
KIJ,37.95589828,139.1210022,Niigata Airport,medium_airport,JPN,JP-15,Niigata
FSZ,34.79604347,138.18775180000003,Mt. Fuji Shizuoka Airport,large_airport,JPN,JP-22,Makinohara / Shimada
IWJ,34.67639923,131.7899933,Iwami Airport,medium_airport,JPN,JP-32,Masuda
AXT,39.61560059,140.21899409999997,Akita Airport,medium_airport,JPN,JP-05,Akita
AOJ,40.73469925,140.69099430000003,Aomori Airport,medium_airport,JPN,JP-02,Aomori
GAJ,38.41189957,140.3710022,Yamagata Airport,medium_airport,JPN,JP-06,Yamagata
TKS,34.132801,134.60699499999998,Tokushima Airport/JMSDF Air Base,medium_airport,JPN,JP-36,Tokushima
TTJ,35.530102,134.167007,Tottori Sand Dunes Conan Airport,medium_airport,JPN,JP-31,Tottori
ITM,34.78549957,135.43800349999998,Osaka International Airport,large_airport,JPN,JP-27,Osaka
MYJ,33.82720184,132.6999969,Matsuyama Airport,medium_airport,JPN,JP-38,Matsuyama
KCZ,33.546101,133.669006,Kochi Ryoma Airport,medium_airport,JPN,JP-39,Nankoku
IWK,34.146333,132.24723799999998,Iwakuni Kintaikyo Airport / Marine Corps Air Station Iwakuni,medium_airport,JPN,JP-35,Iwakuni
MSJ,40.70320129,141.3679962,Misawa Air Base,medium_airport,JPN,JP-02,Misawa
YGJ,35.492199,133.23599199999998,Yonago Kitaro Airport / JASDF Miho Air Base,medium_airport,JPN,JP-32,Yonago
OKJ,34.756901,133.854996,Okayama Momotaro Airport,medium_airport,JPN,JP-33,Okayama
HIJ,34.4361,132.919006,Hiroshima Airport,medium_airport,JPN,JP-34,Hiroshima
SDS,38.06019974,138.41400149999998,Sado Airport,medium_airport,JPN,JP-15,Sado
NTQ,37.29309845,136.9620056,Noto Airport,medium_airport,JPN,JP-17,Wajima
FKS,37.22740173,140.43099980000002,Fukushima Airport,medium_airport,JPN,JP-07,Sukagawa
TOY,36.64830017,137.18800349999998,Toyama Airport,medium_airport,JPN,JP-16,Toyama
TAK,34.21419907,134.0160065,Takamatsu Airport,medium_airport,JPN,JP-37,Takamatsu
HNA,39.42860031,141.1349945,Hanamaki Airport,medium_airport,JPN,JP-03,
IZO,35.413601,132.889999,Izumo En-Musubi Airport,medium_airport,JPN,JP-32,Izumo
IBR,36.181098999999996,140.41499299999998,Ibaraki Airport / JASDF Hyakuri Air Base,medium_airport,JPN,JP-08,Omitama
ISG,24.396389000000003,124.245,New Ishigaki Airport,medium_airport,JPN,JP-47,Ishigaki
MMJ,36.16680145,137.92300419999998,Matsumoto Airport,medium_airport,JPN,JP-20,Matsumoto
AKJ,43.67079926,142.4470062,Asahikawa Airport,medium_airport,JPN,JP-01,Asahikawa / Hokkaidō
OIR,42.07170105,139.43299869999998,Okushiri Airport,medium_airport,JPN,JP-01,Okushiri Island
OKA,26.19580078,127.6460037,Naha Airport,large_airport,JPN,JP-47,Naha
UEO,26.3635006,126.7139969,Kumejima Airport,medium_airport,JPN,JP-47,
MMD,25.8465004,131.26300049999998,Minami-Daito Airport,medium_airport,JPN,JP-47,Minamidaitō
MMY,24.78280067,125.29499820000001,Miyako Airport,medium_airport,JPN,JP-47,Miyako City
AGJ,26.59250069,127.2409973,Aguni Airport,small_airport,JPN,JP-47,Aguni
RIS,45.24200058,141.1860046,Rishiri Airport,medium_airport,JPN,JP-01,Rishiri
FUJ,32.66630173,128.8329926,Fukue Airport,medium_airport,JPN,JP-42,Goto
FUK,33.58589935,130.451004,Fukuoka Airport,large_airport,JPN,JP-40,Fukuoka
TNE,30.60510063,130.9909973,New Tanegashima Airport,medium_airport,JPN,JP-46,Tanegashima
KOJ,31.80340004,130.71899409999997,Kagoshima Airport,large_airport,JPN,JP-46,Kagoshima
MBE,44.30390167,143.404007,Monbetsu Airport,medium_airport,JPN,JP-01,Monbetsu
KMI,31.87719917,131.4490051,Miyazaki Airport,medium_airport,JPN,JP-45,Miyazaki
NRT,35.764702,140.386002,Narita International Airport,large_airport,JPN,JP-12,Tokyo / Narita
HSG,33.14970016,130.30200200000002,Saga Airport,medium_airport,JPN,JP-41,Saga
KMJ,32.83729935,130.8549957,Kumamoto Airport,medium_airport,JPN,JP-43,Kumamoto
NGS,32.91690063,129.91400149999998,Nagasaki Airport,medium_airport,JPN,JP-42,Nagasaki
NGO,34.85839844,136.80499269999999,Chubu Centrair International Airport,large_airport,JPN,JP-23,Tokoname
ASJ,28.43059921,129.7129974,Amami Airport,medium_airport,JPN,JP-46,Amami
OKE,27.42550087,128.701004,Okierabu Airport,medium_airport,JPN,JP-46,Okinoerabujima
KTD,25.94470024,131.32699590000001,Kitadaito Airport,medium_airport,JPN,JP-47,Kitadaitōjima
TRA,24.65390015,124.6750031,Tarama Airport,medium_airport,JPN,JP-47,Tarama
RNJ,27.04400063,128.40199280000002,Yoron Airport,medium_airport,JPN,JP-46,Yoronjima
OGN,24.46689987,122.97799679999999,Yonaguni Airport,medium_airport,JPN,JP-47,
KKX,28.32130051,129.9279938,Kikai Airport,medium_airport,JPN,JP-46,Kikai
OIT,33.47940063,131.73699950000002,Oita Airport,medium_airport,JPN,JP-44,Oita
TSJ,34.28490067,129.3309937,Tsushima Airport,medium_airport,JPN,JP-42,Tsushima
KKJ,33.845901,131.03500400000001,Kitakyushu Airport,medium_airport,JPN,JP-40,Kitakyushu
IKI,33.74900055,129.7850037,Iki Airport,medium_airport,JPN,JP-42,Iki
UKB,34.63280106,135.223999,Kobe Airport,medium_airport,JPN,JP-28,Kobe
OBO,42.73329926,143.21699519999999,Tokachi-Obihiro Airport,medium_airport,JPN,JP-01,Obihiro
CTS,42.77519989,141.69200130000002,New Chitose Airport,large_airport,JPN,JP-01,Chitose / Tomakomai
HKD,41.77000046,140.8220062,Hakodate Airport,medium_airport,JPN,JP-01,Hakodate
KUH,43.04100037,144.1929932,Kushiro Airport,medium_airport,JPN,JP-01,Kushiro
MMB,43.88059998,144.16400149999998,Memanbetsu Airport,medium_airport,JPN,JP-01,Ōzora
UBJ,33.93000031,131.279007,Yamaguchi Ube Airport,medium_airport,JPN,JP-35,Ube
SHB,43.57749939,144.96000669999998,Nakashibetsu Airport,medium_airport,JPN,JP-01,Nakashibetsu
OKD,43.117447,141.38134,Okadama Airport,medium_airport,JPN,JP-01,Sapporo
AXJ,32.482498,130.158997,Amakusa Airport,small_airport,JPN,JP-43,
WKJ,45.40420151,141.8009949,Wakkanai Airport,medium_airport,JPN,JP-01,Wakkanai
TKN,27.83639908,128.8809967,Tokunoshima Airport,medium_airport,JPN,JP-46,Tokunoshima
KIX,34.4272995,135.2440033,Kansai International Airport,large_airport,JPN,JP-27,Osaka
SHM,33.66220093,135.3639984,Nanki Shirahama Airport,medium_airport,JPN,JP-30,Shirahama
KZO,44.706902,65.592499,Kzyl-Orda Southwest Airport,small_airport,KAZ,KZ-KZY,Kzyl-Orda
ALA,43.35210037,77.04049683,Almaty Airport,large_airport,KAZ,KZ-ALM,Almaty
TSE,51.02220154,71.46690369,Astana International Airport,large_airport,KAZ,KZ-AKM,Astana
UZR,47.09115,81.66521,Urzhar Airport,small_airport,KAZ,KZ-VOS,Urzhar
PLX,50.351295,80.234398,Semipalatinsk Airport,medium_airport,KAZ,KZ-VOS,Semey
KOV,53.329102,69.594597,Kokshetau Airport,medium_airport,KAZ,KZ-AKM,Kokshetau
PWQ,52.19499969,77.07389832,Pavlodar Airport,medium_airport,KAZ,KZ-PAV,Pavlodar
PPK,54.77470016,69.18389893,Petropavlosk South Airport,medium_airport,KAZ,KZ-SEV,Petropavlosk
URA,51.1507988,51.54309845,Uralsk Airport,medium_airport,KAZ,KZ-ZAP,Uralsk
DMB,42.85359955,71.3035965,Taraz Airport,medium_airport,KAZ,KZ-ZHA,Taraz
SZI,47.487491,84.887675,Zaysan Airport,small_airport,KAZ,KZ-VOS,Zaysan
GUW,47.12189865,51.82139969,Atyrau Airport,medium_airport,KAZ,KZ-ATY,Atyrau
KSN,53.20690155,63.55030060000001,Kostanay West Airport,medium_airport,KAZ,KZ-KUS,Kostanay
CIT,42.36420059,69.47889709,Shymkent Airport,medium_airport,KAZ,KZ-YUZ,Shymkent
DZN,47.708302,67.733299,Zhezkazgan Airport,medium_airport,KAZ,KZ-KAR,Zhezkazgan
KGF,49.67079926,73.33439636,Sary-Arka Airport,large_airport,KAZ,KZ-KAR,Karaganda
AKX,50.2458,57.206699,Aktobe Airport,medium_airport,KAZ,KZ-AKT,Aktyubinsk
UKK,50.03659821,82.49420166,Ust-Kamennogorsk Airport,medium_airport,KAZ,KZ-VOS,Ust Kamenogorsk
SCO,43.8601,51.091999,Aktau Airport,medium_airport,KAZ,KZ-MAN,Aktau
KWY,-1.960559964,41.29750061,Kiwayu Airport,medium_airport,KEN,KE-300,Kiwayu
NUU,-0.298067,36.159302000000004,Nakuru Airport,small_airport,KEN,KE-700,Nakuru
LKG,4.2041201589999995,34.34820175,Lokichoggio Airport,medium_airport,KEN,KE-700,Lokichoggio
LAU,-2.252419949,40.91310120000001,Manda Airstrip,medium_airport,KEN,KE-300,Lamu
MYD,-3.229310036,40.10169983,Malindi Airport,medium_airport,KEN,KE-300,Malindi
MBA,-4.034830093,39.59420013,Mombasa Moi International Airport,large_airport,KEN,KE-300,Mombasa
MRE,-1.406111,35.008057,Mara Serena Lodge Airstrip,medium_airport,KEN,KE-700,Masai Mara
NBO,-1.319239974,36.92779922,Jomo Kenyatta International Airport,large_airport,KEN,KE-110,Nairobi
WIL,-1.3217200040000001,36.81480026,Nairobi Wilson Airport,medium_airport,KEN,KE-110,Nairobi
NYK,-0.062399,37.041008000000005,Nanyuki Airport,medium_airport,KEN,KE-200,Nanyuki
WJR,1.7332400000000001,40.091599,Wajir Airport,medium_airport,KEN,KE-500,Wajir
BMQ,-3.98191,39.730768,Bamburi Airport,small_airport,KEN,KE-300,
KIS,-0.08613900099999999,34.72890091,Kisumu Airport,medium_airport,KEN,KE-600,Kisumu
EDL,0.404457986,35.23889923,Eldoret International Airport,medium_airport,KEN,KE-700,Eldoret
ASV,-2.645050049,37.25310135,Amboseli Airport,medium_airport,KEN,KE-700,Amboseli National Park
JJM,0.165083006,38.19514084,Mulika Lodge Airport,small_airport,KEN,KE-400,Meru-Kinna
IKU,42.587920000000004,76.71304599999999,Issyk-Kul International Airport,medium_airport,KGZ,KG-Y,Tamchy
FRU,43.06129837,74.47760009999999,Manas International Airport,large_airport,KGZ,KG-C,Bishkek
OSS,40.60900116,72.79329681,Osh Airport,medium_airport,KGZ,KG-O,Osh
KOS,10.57970047,103.637001,Sihanoukville International Airport,small_airport,KHM,KH-18,Sihanukville
TNX,13.53190041,106.0149994,Stung Treng Airport,medium_airport,KHM,KH-19,Stung Treng
REP,13.41069984,103.81300350000001,Siem Reap International Airport,large_airport,KHM,KH-17,Siem Reap
PNH,11.54660034,104.84400179999999,Phnom Penh International Airport,large_airport,KHM,KH-8,Phnom Penh
BBM,13.09560013,103.22399899999999,Battambang Airport,medium_airport,KHM,KH-2,Battambang
BBG,3.08583,172.811005,Butaritari Atoll Airport,small_airport,KIR,KI-G,Butaritari Atoll
CXI,1.98616004,-157.3500061,Cassidy International Airport,medium_airport,KIR,KI-L,Banana
TRW,1.381639957,173.1470032,Bonriki International Airport,medium_airport,KIR,KI-G,Tarawa
AAK,0.185278,173.636993,Aranuka Airport,small_airport,KIR,KI-G,Buariki
NEV,17.20569992,-62.58990097,Vance W. Amory International Airport,medium_airport,KNA,KN-U-A,Charlestown
SKB,17.31119919,-62.71870041,Robert L. Bradshaw International Airport,medium_airport,KNA,KN-U-A,Basseterre
TAE,35.896871999999995,128.65531000000001,Daegu Airport,medium_airport,KOR,KR-27,Daegu
CJJ,36.717008,127.498741,Cheongju International Airport/Cheongju Air Base (K-59/G-513),large_airport,KOR,KR-43,Cheongju
PUS,35.17950058,128.93800349999998,Gimhae International Airport,large_airport,KOR,KR-26,Busan
GMP,37.5583,126.791,Gimpo International Airport,large_airport,KOR,KR-11,Seoul
MWX,34.991406,126.382814,Muan International Airport,large_airport,KOR,KR-46,Piseo-ri (Muan)
KWJ,35.123173,126.805444,Gwangju Airport,medium_airport,KOR,KR-29,Gwangju
RSU,34.84230042,127.61699679999998,Yeosu Airport,medium_airport,KOR,KR-46,Yeosu
WJU,37.441201,127.963858,Wonju/Hoengseong Air Base (K-38/K-46),medium_airport,KOR,KR-42,Wonju
YNY,38.061298,128.669006,Yangyang International Airport,medium_airport,KOR,KR-42,Gonghang-ro
KUV,35.90380096,126.6159973,Kunsan Air Base,large_airport,KOR,KR-45,Kunsan
HIN,35.088591,128.071747,Sacheon Air Base/Airport,medium_airport,KOR,KR-48,Sacheon
USN,35.59349823,129.352005,Ulsan Airport,medium_airport,KOR,KR-31,Ulsan
ICN,37.46910095,126.45099640000001,Incheon International Airport,large_airport,KOR,KR-28,Seoul
CJU,33.51129913,126.49299620000001,Jeju International Airport,large_airport,KOR,KR-49,Jeju City
KPO,35.987955,129.42038300000002,Pohang Airport (G-815/K-3),medium_airport,KOR,KR-47,Pohang
KWI,29.22660065,47.96889877,Kuwait International Airport,large_airport,KWT,KW-FA,Kuwait City
LXG,20.966998999999998,101.400002,Luang Namtha Airport,small_airport,LAO,LA-LM,Luang Namtha
XKH,19.450001,103.157997,Xieng Khouang Airport,small_airport,LAO,LA-XI,Xieng Khouang
ODY,20.6826992,101.99400329999999,Oudomsay Airport,small_airport,LAO,LA-OU,Oudomsay
PKZ,15.13210011,105.78099820000001,Pakse International Airport,medium_airport,LAO,LA-CH,Pakse
ZBY,19.2436,101.7093,Sayaboury Airport,small_airport,LAO,LA-XA,Sainyabuli
VTE,17.98830032,102.56300350000001,Wattay International Airport,medium_airport,LAO,LA-VT,Vientiane
HOE,20.25729942,100.43699649999999,Ban Huoeisay Airport,small_airport,LAO,LA-BK,Huay Xai
LPQ,19.89730072,102.1610031,Luang Phabang International Airport,medium_airport,LAO,LA-LP,Luang Phabang
BEY,33.82089996,35.48839951,Beirut Rafic Hariri International Airport,large_airport,LBN,LB-JL,Beirut
ROB,6.23379,-10.3623,Roberts International Airport,large_airport,LBR,LR-MG,Monrovia
MLW,6.289060116,-10.75870037,Spriggs Payne Airport,medium_airport,LBR,LR-MO,Monrovia
LAQ,32.7887001,21.96430016,La Abraq Airport,medium_airport,LBY,LY-JA,Al Bayda'
AKF,24.17869949,23.31399918,Kufra Airport,medium_airport,LBY,LY-KF,Kufra
GHT,25.14559937,10.14260006,Ghat Airport,medium_airport,LBY,LY-GT,Ghat
TOB,31.861,23.906999999999996,Gamal Abdel Nasser Airport,small_airport,LBY,LY-BU,Tobruk
SRX,31.06349945,16.59499931,Gardabya Airport,medium_airport,LBY,LY-SR,Sirt
SEB,26.98699951,14.47249985,Sabha Airport,medium_airport,LBY,LY-SB,Sabha
LTD,30.15169907,9.715310097,Ghadames East Airport,medium_airport,LBY,LY-NL,Ghadames
MJI,32.89410019,13.27600002,Mitiga Airport,medium_airport,LBY,LY-TB,Tripoli
TIP,32.66350174,13.159000400000002,Tripoli International Airport,large_airport,LBY,LY-TB,Tripoli
BEN,32.09680176,20.26950073,Benina International Airport,medium_airport,LBY,LY-BA,Benghazi
QUB,26.567498999999998,12.8231,Ubari Airport,small_airport,LBY,LY-WD,Ubari
MRA,32.32500076,15.06099987,Misratah Airport,small_airport,LBY,LY-MI,Misratah
UVF,13.7332,-60.952599,Hewanorra International Airport,medium_airport,LCA,LC-11,Vieux Fort
SLU,14.0202,-60.992901,George F. L. Charles Airport,medium_airport,LCA,LC-02,Castries
KCT,5.99368,80.32029724,Koggala Airport,medium_airport,LKA,LK-3,Galle
HRI,6.284467,81.124128,Mattala Rajapaksa International Airport,large_airport,LKA,LK-3,
WRZ,6.254489899,81.23519897,Weerawila Airport,small_airport,LKA,LK-3,Weerawila
TRR,8.538510322999999,81.18190002,China Bay Airport,medium_airport,LKA,LK-5,Trincomalee
JAF,9.792329788,80.07009888,Kankesanturai Airport,medium_airport,LKA,LK-4,Jaffna
RML,6.821990013,79.88619995,Colombo Ratmalana Airport,medium_airport,LKA,LK-1,Colombo
BTC,7.705760000000001,81.678802,Batticaloa Airport,medium_airport,LKA,LK-5,Batticaloa
CMB,7.1807599070000006,79.88410187,Bandaranaike International Colombo Airport,large_airport,LKA,LK-1,Colombo
MSU,-29.46229935,27.55249977,Moshoeshoe I International Airport,medium_airport,LSO,LS-A,Maseru
KUN,54.96390152,24.08480072,Kaunas International Airport,medium_airport,LTU,LT-KU,Kaunas
VNO,54.634102,25.285801,Vilnius International Airport,large_airport,LTU,LT-VL,Vilnius
PLQ,55.97320175,21.09390068,Palanga International Airport,medium_airport,LTU,LT-KL,Palanga
LUX,49.6233333,6.204444400000001,Luxembourg-Findel International Airport,large_airport,LUX,LU-L,Luxembourg
VNT,57.35779953,21.5442009,Ventspils International Airport,medium_airport,LVA,LV-VEN,Ventspils
LPX,56.51750183,21.09690094,Liepāja International Airport,medium_airport,LVA,LV-LE,Liepāja
RIX,56.92359924,23.97109985,Riga International Airport,large_airport,LVA,LV-RIX,Riga
MFM,22.149599,113.592003,Macau International Airport,large_airport,MAC,MO-U-A,Macau
TNG,35.72689819,-5.916890144,Ibn Batouta Airport,medium_airport,MAR,MA-TNG,Tangier
ESU,31.39749908,-9.681670189,Mogador Airport,small_airport,MAR,MA-ESI,Essaouira
RBA,34.051497999999995,-6.751519999999999,Rabat-Salé Airport,medium_airport,MAR,MA-RBA,Rabat
NDR,34.98880005,-3.028209925,Nador International Airport,medium_airport,MAR,MA-NAD,Nador
BEM,32.401895,-6.315905,Beni Mellal Airport,small_airport,MAR,MA-BEM,Beni Mellal
OUD,34.78720093,-1.9239900109999999,Angads Airport,medium_airport,MAR,MA-OUJ,Oujda
RAK,31.60689926,-8.036299706,Menara Airport,medium_airport,MAR,MA-MAR,Marrakech
OZZ,30.93910027,-6.909430027000001,Ouarzazate Airport,medium_airport,MAR,MA-OUA,Ouarzazate
AHU,35.17710114,-3.8395199780000002,Cherif Al Idrissi Airport,medium_airport,MAR,MA-HOC,Al Hoceima
CMN,33.36750031,-7.5899701120000005,Mohammed V International Airport,large_airport,MAR,MA-CAS,Casablanca
ERH,31.94750023,-4.398330212,Moulay Ali Cherif Airport,medium_airport,MAR,MA-ERR,Errachidia
TTA,28.44820023,-11.16129971,Tan Tan Airport,medium_airport,MAR,MA-TNT,Tan Tan
AGA,30.32500076,-9.413069725,Al Massira Airport,medium_airport,MAR,MA-AGD,Agadir
FEZ,33.9272995,-4.97796011,Saïss Airport,medium_airport,MAR,MA-FES,Fes
KIV,46.92770004,28.93099976,Chişinău International Airport,medium_airport,MDA,MD-C,Chişinău
ANM,-14.99940014,50.32020187,Antsirabato Airport,medium_airport,MDG,MG-D,
WPB,-15.584285999999999,47.623587,Port Bergé Airport,small_airport,MDG,MG-M,Port Bergé
WMR,-16.16390038,49.7737999,Mananara Nord Airport,medium_airport,MDG,MG-A,Mananara Nord
DIE,-12.34939957,49.29169846,Arrachart Airport,medium_airport,MDG,MG-D,
WAM,-17.795378,48.442583,Ambatondrazaka Airport,small_airport,MDG,MG-A,Ambatondrazaka
WTS,-18.759677,46.054065,Tsiroanomandidy Airport,small_airport,MDG,MG-T,Tsiroanomandidy
MOQ,-20.28470039,44.31760025,Morondava Airport,medium_airport,MDG,MG-U,
DWB,-16.101689999999998,45.358837,Soalala Airport,small_airport,MDG,MG-M,Soalala
MJN,-15.66684174,46.35123253,Amborovy Airport,medium_airport,MDG,MG-M,
NOS,-13.31210041,48.31480026,Fascene Airport,medium_airport,MDG,MG-D,Nosy Be
WTA,-17.47610092,43.97280121,Tambohorano Airport,small_airport,MDG,MG-M,Tambohorano
WMP,-16.07226934,47.64416456,Mampikony Airport,small_airport,MDG,MG-M,Mampikony
BPY,-16.7445303,44.48248386,Besalampy Airport,medium_airport,MDG,MG-M,
WMN,-15.43669987,49.68830109,Maroantsetra Airport,medium_airport,MDG,MG-A,
